Actor 1,Rating_Actor1,Actor 2,Rating_Actor2,Director,Rating_Director
,,Ibra Khan,3.5,,
,,Iftekhar,5.9,,
,,Ihana Dhillon,6.4,,
,,Ila Arun,7.4,,
,,Ileana D'Cruz,5.55,,
,,Ilene Hamann,5.2,,
,,Imran,4.5,,
,,Imran Ali,6.1,,
,,Indrajeet Soni,3.9,,
,,Indraneel Bhattacharya,7.3,,
,,Indraneil Sengupta,6.35,,
,,Indrani Dutta,6.7,,
,,Indrani Haldar,6.5,,
,,Indrani Mukherjee,6.9,,
,,Indrisha Basu,7.9,,
,,Indu Prasad,7.3,,
,,Indumati,4.2,,
,,Inshika Bedi,5.9,,
,,Iqbal Khan,4.6,,
,,Iqbalnath Kaul,6.9,,
,,Irfan Khan,7.5,,
,,Iris Maity,5.0,,
,,Isabelle Adjani,3.8,,
,,Isabelle Kaif,1.8,,
,,Isha Keskar,6.2,,
,,Isha Sharvani,4.2,,
,,Isheta Sarckar,6.7,,
,,Ishita Chauhan,5.3,,
,,Ishita Dutta,4.4,,
,,Ishita Raj,4.4,,
,,Ishita Salot,4.4,,
,,Israil Khan,4.1,,
,,Izabelle Leite,6.3,,
,,J.P. Chandrababu,6.6,,
,,Jafar Abbas,6.5,,
,,Jagadish,6.3,,
,,Jagat Singh Jakhar,8.3,,
,,Jahina Mulla Qureshi,6.4,,
,,Jameel Khan,6.2,,
,,James Fox,5.8,,
,,Janardhana Rao Arja,7.8,,
,,Jannat Ansari,2.7,,
,,Jas Arora,4.5,,
,,Jasleen Matharu,3.6,,
,,Jasmin,5.699999999999999,,
,,Jasmine Kaur,1.6,,
,,Jaspal Bhatti,7.4,,
,,Jass Boparai,8.9,,
,,Jassie Gill,6.8,,
,,Jaswant Saggo Jas,6.6,,
,,Jaswinder Gardner,6.0,,
,,Jay Thakur,5.0,,
,,Jaya Prada,5.6863636363636365,,
,,Jayant,7.3,,
,,Jayaprakash Radhakrishnan,6.7,,
,,Jayashree,6.75,,
,,Jayashree Basavaraj,7.2,,
,,Jaymala Adarsh,6.300000000000001,,
,,Jayshree T.,4.7,,
,,Jean Denis Römer,5.9,,
,,Jean-Marie Lamour,6.2,,
,,Jeevan Kala,7.3,,
,,Jehanara Kajjan,6.15,,
,,Jeremy Sisto,5.3,,
,,Jhataleka Malhotra,4.5,,
,,Jhony Nirmal,5.2,,
,,Jhuma Biswas,4.9,,
,,Jiah Khan,5.4,,
,,Jillo,6.3,,
,,Jinia Pande,4.8,,
,,Jitender Bhargava,2.6,,
,,Jividha Sharma,4.3,,
,,Joanne Da Cunha,6.0,,
,,Joemon Joshy,5.3,,
,,John Gielgud,8.0,,
,,Johnny Janarden,3.5,,
,,Johnny Lever,4.5,,
,,Joshua Fredric Smith,3.3,,
,,Joy Sengupta,6.2,,
,,Julie Tejwani,6.5,,
,,Juni,3.6,,
,,Junior Amitabh Bachchan,4.0,,
,,Jyothi Lakshmi,4.4,,
,,Jyoti Bagat,7.3,,
,,Jyoti Sethi,6.0,,
,,Jyoti Sharma,5.2,,
,,K. Balaji,7.5,,
,,K.B. Athavale,6.6,,
,,K.J. Linhein,6.4,,
,,K.K. Goswami,5.1,,
,,K.S. Ashwath,7.1,,
,,Kaajal Kiran,4.8,,
,,Kabir Sajid,6.3,,
,,Kahaan,7.8,,
,,Kainat Ahmed,7.2,,
,,Kajal Solanki,7.4,,
,,Kalipada Chakraborty,7.3,,
,,Kalpana Bhattarai,8.2,,
,,Kalpana Kartik,6.85,,
,,Kalpana Mathur,3.9,,
,,Kalpana Pandit,6.0,,
,,Kalyani Thakkar,2.9,,
,,Kamal Kapoor,7.0,,
,,Kamala Kotnis,7.1,,
,,Kamini Bhatia,5.2,,
,,Kamini Kadam,6.65,,
,,Kamna,3.7,,
,,Kamran,2.8,,
,,Kanan Devi,6.3,,
,,Kanauj Kumar,6.5,,
,,Kanchan,4.3,,
,,Kanti Shah,5.3,,
,,Karan Ashar,5.85,,
,,Karan Bhanushali,6.4,,
,,Karan Dave,7.1,,
,,Karan Johar,5.8,,
,,Karan Kapadia,6.2,,
,,Karan Kapoor,6.0,,
,,Karanvir Malhotra,5.4,,
,,Karanvir Sharma,5.75,,
,,Karen Elliot,5.9,,
,,Karhan Dev,6.8,,
,,Karishma,5.7,,
,,Karishma Kotak,7.1,,
,,Karishma Sharma,3.8,,
,,Karthika,7.6,,
,,Kartika Rane,5.9,,
,,Karunas,3.7,,
,,Kashish,5.7,,
,,Kashish Khurana,6.3,,
,,Katrina Kaif,5.7555555555555555,,
,,Kaushal,5.7,,
,,Kaushik Banerjee,5.6,,
,,Kavita Joshi,6.6,,
,,Kavita Kiran,5.4,,
,,Kavya Trehan,5.0,,
,,Kenneth Desai,6.4,,
,,Keshavrao Date,6.9,,
,,Khurshid Begum,7.5,,
,,Khushboo Khan,3.6,,
,,Khushboo Purohit,5.3,,
,,Khushi Hajare,6.8,,
,,Kiku Sharda,6.1,,
,,Kim,6.5,,
,,Kim Sharma,4.6,,
,,Kiran D Patil,8.1,,
,,Kiran Rathod,6.25,,
,,Kirit Aray,6.1,,
,,Kirti,5.5,,
,,Kirti Reddy,4.45,,
,,Kishore Kadam,7.4,,
,,Koel Purie,5.9,,
,,Koena Mitra,5.7,,
,,Koyel Mallick,5.7,,
,,Krishan Hooda,7.2,,
,,Krishna Bhatt,4.066666666666666,,
,,Krishnamurthy,5.9,,
,,Kriti Kharbanda,5.8,,
,,Kriti Malhotra,7.0,,
,,Kriti Sanon,5.85,,
,,Kritika Kamra,6.9,,
,,Kshitee Jog,6.7,,
,,Kubbra Sait,7.0,,
,,Kuber Sarup,7.6,,
,,Kulbir Badesron,5.3,,
,,Kuldeep Chaturvedi,5.0,,
,,Kulraj Randhawa,4.1,,
,,Kumar Amlendu,6.1,,
,,Kumar Gautam,2.8,,
,,Kumar Govind,5.6,,
,,Kumar Iyengar,4.6,,
,,Kumud Bole,6.0,,
,,Kumud Chuggani,4.4,,
,,Kunal Sharma,5.8,,
,,Kundan Bhardwaj,4.4,,
,,Kuriakose Oonnittan,6.6,,
,,Kurush Deboo,3.95,,
,,Kushboo,5.6000000000000005,,
,,Kyara Jacob,4.8,,
,,L. Vijayalakshmi,6.7,,
,,Laila,5.5,,
,,Laila Rouass,6.5,,
,,Laj Badlani,9.3,,
,,Lakha Lakhwinder Singh,5.8,,
,,Lalit Behl,7.1,,
,,Lalu Alex,4.5,,
,,Lankesh Bhardwaj,4.3,,
,,Lara Dutta,5.5,,
,,Lars Kjeldsen,5.6,,
,,Lars-Erik Berenett,5.5,,
,,Lata Arora,3.3,,
,,Laxmi Aishwarya,8.5,,
,,Laxmi Chhaya,4.5,,
,,Leena Das,4.333333333333333,,
,,Leena Kapoor,3.5,,
,,Leera Kaljai,6.3,,
,,Lehar Khan,7.1,,
,,Lena Christensen,4.6,,
,,Lezlie Tripathy,6.6,,
,,Lin Laishram,7.0,,
,,Lisa Haydon,4.9,,
,,Liyaqat Bari,5.4,,
,,Lucy Bartholomew,6.9,,
,,Luke Kenny,3.5,,
,,M. Rajan,5.6,,
,,M.D. Asif,6.5,,
,,M.K. Radha,6.9,,
,,M.S. Bhaskar,7.3,,
,,M.V. Narayana Rao,7.3,,
,,M.V. Vasudeva Rao,7.7,,
,,Maanu,7.1,,
,,Madalsa Sharma,4.5,,
,,Madan Deodhar,7.6,,
,,Madan Lal,8.0,,
,,Madan Puri,5.4,,
,,Madhan Bob,3.6,,
,,Madhavi,6.7,,
,,Madhoo,5.9399999999999995,,
,,Madhu,6.5,,
,,Madhu Anand Chandhock,5.4,,
,,Madhu Sagar,7.2,,
,,Madhu Shalini,2.5,,
,,Madhulika Jatolia,7.0,,
,,Madhur Mittal,4.5,,
,,Madiha Imam,5.8,,
,,Maggie Smith,6.6,,
,,Mahender Nath,7.4,,
,,Mahesh Bhatt,5.0,,
,,Mahesh Kothare,7.05,,
,,Mahesh Narayan,10.0,,
,,Mahesh Sharma,5.7,,
,,Mahie Gill,5.891666666666667,,
,,Mahnour Shadzi,6.0,,
,,Majnu,6.4,,
,,Makrand Shukla,4.5,,
,,Mala Mukherjee,6.5,,
,,Malak Shah,7.2,,
,,Malavika Mohanan,7.0,,
,,Malavikka,4.1,,
,,Malika,6.4,,
,,Malina Joshi,6.8,,
,,Malvika Arora,4.9,,
,,Malvika Tiwari,4.8,,
,,Mamta Mohandas,5.95,,
,,Manav Vij,6.8,,
,,Mandakini,5.55,,
,,Mandy Gill,5.4,,
,,Mangesh Borgaonkar,6.2,,
,,Manil Mayank Mishra,7.8,,
,,Maninder Singh,2.9,,
,,Manish,6.4,,
,,Manish Bhattacharya,7.2,,
,,Manish Bhawan,7.0,,
,,Manish Kumar,6.2,,
,,Manish Nawani,6.2,,
,,Manish Robin,4.4,,
,,Manish Vatssalya,5.5,,
,,Manivannan,3.2,,
,,Manjari Fadnnis,6.35,,
,,Manjot Singh,6.9,,
,,Mannat Ravi,5.3,,
,,Mannat Singh,2.4,,
,,Manni Boparai,6.7,,
,,Manohar,8.4,,
,,Manohar Elavarthi,6.3,,
,,Manohar Lalas,7.0,,
,,Manoj Joshi,4.6,,
,,Manoj Kumar Rao,5.8,,
,,Manoj Sharma,5.9,,
,,Manon Faure,7.5,,
,,Manorama,3.3,,
,,Mansha Bahl,5.9,,
,,Mansi Multani,7.0,,
,,Mansi Singh,7.9,,
,,Mansoob Haider,5.7,,
,,Mantra,5.8,,
,,Mantra Mugdh,5.4,,
,,Manuj Bhaskar,6.2,,
,,Manveer Choudhary,5.7,,
,,Manvi Goswami,4.6,,
,,Margarita Terekhova,7.6,,
,,Maria Goretti,6.9,,
,,Masha Pour,6.7,,
,,Mashhoor Amrohi,4.0,,
,,Master Ayushman,7.6,,
,,Master Salman,7.9,,
,,Master Shubham Bajrange,5.4,,
,,Master Sushobhan,6.4,,
,,Master Vinayak,6.2,,
,,Masum Ali,5.6,,
,,Masumeh Makhija,3.9000000000000004,,
,,Mayank Tewari,7.1,,
,,Mayur Kumar,3.5,,
,,Mayur Mahendra Patole,7.6,,
,,Mayur More,6.4,,
,,Mayuri Kango,7.0,,
,,Meena,6.8500000000000005,,
,,Meena Kandasamy,7.0,,
,,Meenal Chirankar,4.3,,
,,Meera Chaudhary,6.7,,
,,Meera Chopra,4.1,,
,,Meera Devi,8.1,,
,,Meera Jasmine,5.0,,
,,Megha Akash,5.9,,
,,Meghan Jadhav,5.8,,
,,Meghna Kothari,1.7,,
,,Meghna Malik,4.2,,
,,Meghna Naidu,4.0,,
,,Meher Vij,7.05,,
,,Mehmood Jr.,4.9,,
,,Melissa Biggs,5.2,,
,,Michalina Olszanska,4.5,,
,,Mika Singh,3.4,,
,,Mikhail Belinson,6.8,,
,,Mikhail Gandhi,8.6,,
,,Miles Anderson,8.1,,
,,Milind Gunaji,4.833333333333333,,
,,Minissha Lamba,6.933333333333334,,
,,Mink Singh,5.6,,
,,Minnakshi Das,6.4,,
,,Minoo Mumtaz,6.7,,
,,Mir Sarwar,3.5,,
,,Mischa Barton,7.2,,
,,Mishika Chourasia,2.3,,
,,Miss Mehtab,6.6,,
,,Mit Jani,8.4,,
,,Mithila Palkar,6.5,,
,,Mittal Chouhan,6.8,,
,,Mohammad Samad,7.3,,
,,Mohan Avanthika,3.3,,
,,Mohan Joshi,7.0,,
,,Mohit Arora,4.4,,
,,Mohit Marwah,4.7,,
,,Mohnish Nawani,5.3,,
,,Mohsin Khan,4.95,,
,,Mona Wasu,5.8,,
,,Monal Gajjar,7.6,,
,,Monalisa,4.8,,
,,Mondeep Basumatary,8.0,,
,,Monica Bedi,4.2,,
,,Monika Chowdhury,8.5,,
,,Monika Mishra,7.5,,
,,Monika Ravan,5.6,,
,,Monis Khan,9.0,,
,,Moshin Bhat,6.4,,
,,Mridula Baruah,2.7,,
,,Mrinalini Sharma,5.45,,
,,Mrunal Thakur,8.0,,
,,Mudasir Zafar,6.4,,
,,Muhar Biswas,7.5,,
,,Mukesh Fotwani,3.6,,
,,Mukesh Hariawala,6.5,,
,,Mukesh Tiwari,5.800000000000001,,
,,Mukkund Shukla,6.2,,
,,Mukul Dev,5.15,,
,,Munin Barua,7.2,,
,,Munish Khan,5.5,,
,,Murad,5.9,,
,,Murali,6.9,,
,,Murari Kumar,6.9,,
,,Mushtaq Khan,4.0,,
,,Mylène Jampanoï,7.0,,
,,N.M. Joshi,5.9,,
,,Nagesh Bhonsle,5.1,,
,,Naina Sareen,6.6,,
,,Nakul Choudharry,6.3,,
,,Nakul Roshan Sahdev,8.0,,
,,Nakuul Mehta,3.4,,
,,Nalini,5.8,,
,,Nalini Chonkar,5.8,,
,,Namdev Gurav,7.4,,
,,Nameeta Chandra,7.6,,
,,Namrata Shirodkar,5.333333333333333,,
,,Nanasaheb Phatak,3.1,,
,,Nancy Brunetta,5.4,,
,,Nandana Sen,6.85,,
,,Nandini,5.449999999999999,,
,,Nandini Ghosal,5.6,,
,,Nandita Thakur,6.6,,
,,Napolean,6.8,,
,,Narasimha Raju,6.6,,
,,Naresh Gosain,5.0,,
,,Nargis Fakhri,6.56,,
,,Nasir Hussain,5.1,,
,,Nasir Khan,6.5,,
,,Natalia Kapchuk,3.7,,
,,Nataliya Kozhenova,4.0,,
,,Natalya Gudkova,3.6,,
,,Nataraj Enigi,6.7,,
,,Natasa Stankovic,5.7,,
,,Natasha Fernandez,2.5,,
,,Natasha Shailendra,4.4,,
,,Nathalia Kaur,6.8,,
,,Navdip Singh,5.5,,
,,Naveen Kaushik,5.7,,
,,Navinder Pal Singh,6.9,,
,,Navneet Kaur Dhillon,6.25,,
,,Nawab Shah,4.05,,
,,Nayab Aftab,6.9,,
,,Nayanthara,5.279999999999999,,
,,Neal McDonough,3.7,,
,,Nedumudi Venu,6.5,,
,,Neela Gokhle,6.2,,
,,Neelam Kothari,5.344444444444445,,
,,Neelam Mehra,6.1,,
,,Neelu,4.1,,
,,Neenasam Ashwath,7.3,,
,,Neeraj Kabi,7.0,,
,,Neeraj Sood,5.1,,
,,Neeta Dhungana,6.8,,
,,Neetu Chandra,6.3999999999999995,,
,,Neetu Singh,5.9624999999999995,,
,,Negar Khan,3.75,,
,,Neha Baam,5.9,,
,,Neha Hinge,5.5,,
,,Neha Julka,6.2,,
,,Neha Mahajan,6.15,,
,,Neha Sharma,5.04,,
,,Nemi Chand,4.5,,
,,Nemi Chandra Jha,8.8,,
,,Neshma Chemburkar,6.1,,
,,Nethra Raghuraman,7.1,,
,,Nicolas Chevaillier,5.3,,
,,Nicole Kidman,8.0,,
,,Nidhhi Agerwal,3.3,,
,,Nidhi Gupta,6.4,,
,,Nidhi Shrivastava,7.5,,
,,Nidhi Singh,6.8,,
,,Nidhi Subbaiah,4.2,,
,,Niharika Singh,6.800000000000001,,
,,Nikhat Khan,2.8,,
,,Niki Walia,4.9,,
,,Nikita Dutta,6.1,,
,,Nikita Thukral,6.8,,
,,Nikki Galrani,6.6,,
,,Nilesh Divekar,9.4,,
,,Nilofer Khan,3.9,,
,,Nimrat Kaur,7.9,,
,,Niranjan,8.0,,
,,Nirmala,7.4,,
,,Nirosha,7.3,,
,,Nish,6.9,,
,,Nishant Bhardwaj,3.5,,
,,Nishant Dahiya,4.3,,
,,Nishant Lal,4.5,,
,,Nishant Malkani,4.2,,
,,Nitin Anand,4.3,,
,,Nitin Arora,4.8,,
,,Nitin Bali,5.7,,
,,Nitish Bharadwaj,5.8,,
,,Niveditha,7.9,,
,,Nizam Khan,6.7,,
,,Noni Ganguly,7.5,,
,,Noopur Patwardhan,4.6,,
,,Numaan Sheikh,7.8,,
,,Nyla Masood,7.2,,
,,Olga Anand,4.2,,
,,Om Shivpuri,6.8,,
,,Omkar Lele,5.9,,
,,Omna,5.5,,
,,P.C. Barua,7.6,,
,,Paakhi A. Tyrewala,6.1,,
,,Padmapriya,5.7,,
,,Padmini,6.6,,
,,Padmini Kapila,5.8,,
,,Padmini Kolhapure,5.590909090909091,,
,,Pallavi Joshi,7.449999999999999,,
,,Pallavi Sharda,4.6,,
,,Pandharibai,6.8,,
,,Pankaj Jha,6.8999999999999995,,
,,Pankaj Johar,7.9,,
,,Pankaj Kamal,9.4,,
,,Pankaj Mullick,6.5,,
,,Paras Sharma,3.9,,
,,Paresh Ganatra,5.3,,
,,Pari Chaudhary,8.2,,
,,Parijat,5.3,,
,,Parminder Ghumman,3.25,,
,,Parmita Katkar,6.1,,
,,Parth Suri,8.5,,
,,Parvathy Omanakuttan,6.550000000000001,,
,,Parvathy Thiruvothu,7.1,,
,,Parvati Melton,6.9,,
,,Pasupathy,4.7,,
,,Patthabi Jois,6.7,,
,,Pavail Gulati,6.8,,
,,Pavitra Mattoo,6.6,,
,,Pawan Kalra,8.6,,
,,Pawan Tiwari,6.5,,
,,Payel Sarkar,5.3,,
,,Perizaad Zorabian,5.7,,
,,Pernia Qureshi,5.0,,
,,Peter Mugyenyi,7.7,,
,,Piaa Bajpai,4.9,,
,,Pihu Myra Vishwakarma,6.7,,
,,Pinky Chinoy,3.9,,
,,Pitobash,7.05,,
,,Piyali Munshi,4.6,,
,,Piyush Bhalodiya,4.8,,
,,Plabita Borthakur,6.1,,
,,Pooja,6.1,,
,,Pooja Banerjee,6.6,,
,,Pooja Batra,4.949999999999999,,
,,Pooja Bharti,3.8,,
,,Pooja Bhattad,7.3,,
,,Pooja Chopra,3.4,,
,,Pooja Hegde,5.7,,
,,Pooja Joshi,2.5,,
,,Pooja Kasekar,6.1,,
,,Poonam Dasgupta,4.9,,
,,Poonam Kaur,3.7,,
,,Prabhleen Sandhu,8.2,,
,,Prachi Desai,4.1,,
,,Pradeep Singh,7.3,,
,,Pradhuman Singh,7.2,,
,,Pragathi Yadhati,6.2,,
,,Prakash Jha,5.6,,
,,Prakash Kovelamudi,6.7,,
,,Prakash Raj,4.466666666666667,,
,,Pranay Pachauri,5.9,,
,,Pranoti Ghosh,6.55,,
,,Pranutan Bahl,6.9,,
,,Prashant Prakash,6.7,,
,,Prathapachandran,3.2,,
,,Pratibha Sinha,4.2,,
,,Pratik Katare,4.9,,
,,Pratima Devi,6.65,,
,,Praveen Fernandes,6.6,,
,,Praveen Kumar,6.5,,
,,Praveen Maheswari,7.0,,
,,Pravina Bhagwat Deshpande,6.95,,
,,Preeti,4.4,,
,,Preeti Arora,4.1,,
,,Preeti Desai,4.2,,
,,Preeti Mehra,6.3,,
,,Prem Krishan,7.9,,
,,Prema,5.6,,
,,Prerna Gupta,5.5,,
,,Prince Daniel,5.7,,
,,Prithvi Sankhala,4.2,,
,,Prithviraj,4.0,,
,,Priya Anand,5.1,,
,,Priya Banerjee,5.1,,
,,Priya Bapat,7.9,,
,,Priya Bathija,6.5,,
,,Priya Gill,4.85,,
,,Priya Rajvansh,6.6,,
,,Priyaank Sharma,4.4,,
,,Priyadarshini,5.7,,
,,Priyamani,5.1,,
,,Priyanka Chauhan,5.4,,
,,Priyanka Karkera,7.8,,
,,Priyanka Kothari,3.1666666666666665,,
,,Priyanka Mehta,6.8,,
,,Priyanka Sarkar,6.9,,
,,Priyanka Sonawane Hedau,7.6,,
,,Priyanka Upendra,3.1,,
,,Priyanka Verma,6.6,,
,,Priyanshu Painyuli,7.6,,
,,Priyanshu Solanki,8.0,,
,,Prosenjit Ganguly,5.5,,
,,Protima Dasgupta,6.4,,
,,Puneet Chouksey,9.3,,
,,Puneet Sikka,8.2,,
,,Puneet Vashisht,5.5,,
,,Punit Pathak,4.4,,
,,Puru Rajkumar,3.1500000000000004,,
,,Pushkar Bhaskar Pant,6.2,,
,,Pushpendra Singh,6.9,,
,,R.S. Bhist,9.3,,
,,Raadhika Singh,6.1,,
,,Raageshwari,4.7,,
,,Raai Laxmi,5.15,,
,,Raaj Singh Arora,7.1,,
,,Raayo S. Bakhirta,5.166666666666667,,
,,Rabi Ghosh,7.3,,
,,Rabia Amin,7.5,,
,,Radha,6.3,,
,,Radha Bhatt,6.4,,
,,Radha Saluja,5.65,,
,,Radhamohan Bhattacharya,6.7,,
,,Radharani,6.1,,
,,Radhi,5.5,,
,,Radhika Madan,7.3,,
,,Radhika Sarathkumar,6.2,,
,,Rafiq Batcha,5.2,,
,,Raghu Kumar Karumanchi,7.1,,
,,Raghu Rai,6.4,,
,,Ragini Khanna,5.5,,
,,Rahman,7.0,,
,,Rahsaan Noor,5.7,,
,,Rahul Chahan,8.1,,
,,Rahul Chawla,8.6,,
,,Rahul Sharma,3.3,,
,,Raj Premi,4.3,,
,,Raj Rai,7.0,,
,,RajKumar,4.2,,
,,Raja Bundela,6.5,,
,,Raja Chaudhary,6.65,,
,,Raja Hasan,4.2,,
,,Raja Nene,6.8,,
,,Rajan Haksar,6.8,,
,,Rajan Kapoor,6.0,,
,,Rajan P. Dev,6.9,,
,,Rajasulochana,4.5,,
,,Rajeev Ankit,6.4,,
,,Rajeev Verma,4.3,,
,,Rajesh Mishra,6.8,,
,,Rajesh Raja,6.0,,
,,Rajesh Sabharwal,6.1,,
,,Rajesh Sharma,7.1,,
,,Rajiv Thakur,5.5,,
,,Rajkumar Kanojia,4.8,,
,,Rajkumar Santoshi,7.9,,
,,Rajnel Prasad,4.7,,
,,Rajni Sharma,6.9,,
,,Rajshri Deshpande,6.45,,
,,Rajshri Nair,7.2,,
,,Rajveer Singh,4.8,,
,,Rakesh Batra,6.6,,
,,Rakesh Pandey,7.050000000000001,,
,,Rakhi Bajaj,3.2,,
,,Rakhi Sawant,5.3,,
,,Rakshitha,6.9,,
,,Rakul Preet Singh,2.7,,
,,Ram Avtar,5.1,,
,,Ram Dulari,7.5,,
,,Ram Govind,5.5,,
,,Ram Mohan,4.7,,
,,Ram Rano,6.1,,
,,Rama Vij,8.1,,
,,Raman Khanna,6.3,,
,,Ramana Murthi J.V.,8.2,,
,,Rambha,5.6,,
,,Ramesh Aravind,6.5,,
,,Ramesh Aurora,6.4,,
,,Ramesh Deo,5.8,,
,,Ramesh Goyal,3.5,,
,,Rami Reddy,8.4,,
,,Ramkali,8.5,,
,,Ramkishan Choyal,8.2,,
,,Ramnita Chaudhry,4.8,,
,,Ramola,7.0,,
,,Ramya Krishnan,5.133333333333334,,
,,Rani Chatterjee,5.2,,
,,Rani Devi,7.1,,
,,Rannvijay Singh,6.5,,
,,Rashmi Mishra,5.4,,
,,Ratan Aulakh,4.75,,
,,Ratan Kumar,7.533333333333334,,
,,Ratna Pathak Shah,7.550000000000001,,
,,Ratnabali Bhattacharjee,6.3,,
,,Ravali,4.2,,
,,Ravi,3.4,,
,,Ravi Bhatia,5.4,,
,,Ravi Dubey,6.9,,
,,Ravi Gadariya,4.6,,
,,Ravi Jhanghu,8.9,,
,,Ravi Khanvilkar,7.5,,
,,Raymon Singh,2.6,,
,,Razak Khan,5.5,,
,,Reema Debnath,2.3,,
,,Reema Lagoo,6.9,,
,,Reena Ranchandani,6.8,,
,,Reeth Mazumder-Roberts,3.1,,
,,Rehana Sultan,6.65,,
,,Rehman,4.4,,
,,Rekha Mishra,6.8,,
,,Rekha Vedavyasa,3.9,,
,,Renan Severo,2.0,,
,,Renuka Arora Bhagat,7.9,,
,,Reshama Pasha,6.6,,
,,Reshma,6.4,,
,,Richa Dixit,6.8,,
,,Richa Kalra,8.6,,
,,Richa Sharma,2.7,,
,,Riddhi Sen,5.6,,
,,Ridhima Sud,6.6,,
,,Rigzin Dolkar,6.6,,
,,Rimi Sen,7.0,,
,,Rimjhim Gupta,6.4,,
,,Rimpoche Dorje,6.1,,
,,Rinke Khanna,5.2,,
,,Rishi Singh,8.1,,
,,Rishikesh Raj,3.8,,
,,Rita Bhatia,7.8,,
,,Rita Haksar,5.7,,
,,Ritesh Raghuvanshi,5.4,,
,,Ritika Badiani,7.0,,
,,Ritika Singh,4.5,,
,,Ritu Maheshwari,7.8,,
,,Ritu Parna,4.6,,
,,Ritu Shivpuri,4.2,,
,,Rituparno Ghosh,5.9,,
,,Riya Sen,5.2,,
,,Riya Sisodiya,7.4,,
,,Riz Ahmed,6.0,,
,,Rizwan Shaikh,7.7,,
,,Rocky Verma,5.0,,
,,Rohan Shroff,5.5,,
,,Rohit D'Souza,8.8,,
,,Rohit Kokate,6.0,,
,,Rohit Kumar Sharma,5.0,,
,,Rohit Pandey,6.5,,
,,Roja,6.65,,
,,Roman Ajaz,5.5,,
,,Romin Khan,7.4,,
,,Romina Barbar,4.2,,
,,Ronobir Lahiri,6.6,,
,,Roobie,7.0,,
,,Roobini,5.6,,
,,Roshan Bano,6.6,,
,,Roshan Mathew,5.8,,
,,Roshni,6.2,,
,,Roshni Chopra,5.0,,
,,Rozina,6.1,,
,,Rubina,6.9,,
,,Ruby Barnhill,6.4,,
,,Rucha Inamdar,6.449999999999999,,
,,Ruchika Dhankhar,8.2,,
,,Ruhi Singh,4.0,,
,,Rukhsar Rehman,6.5,,
,,Rukshar Dhillon,6.0,,
,,Rusi Mistry,6.1,,
,,Ryan Bajornas,5.6,,
,,S. Balaji,6.6,,
,,S.B. Nayampalli,8.5,,
,,S.M. Zaheer,7.3,,
,,S.P. Balasubrahmanyam,4.95,,
,,S.V. Ranga Rao,4.4,,
,,Saadhika,5.6,,
,,Saaikat Bagbaan,5.4,,
,,Saajan Kataria,8.5,,
,,Saba Azad,6.9,,
,,Saba Joshi,5.6,,
,,Saba Qamar,7.9,,
,,Sabah,5.7,,
,,Sabeeka Imam,5.2,,
,,Sabitha Perara,8.1,,
,,Sabyasachi Chakrabarty,5.1,,
,,Sachin Chaudhary,8.399999999999999,,
,,Sada,3.5,,
,,Sadakkit Bijran,6.7,,
,,Sadhu Meher,8.0,,
,,Saeed Akhtar Mirza,6.7,,
,,Sagar Bhangade,6.1,,
,,Sagarika Ghatge,4.35,,
,,Sahher Bambba,4.6,,
,,Sahil Bhati,8.1,,
,,Sahila Chaddha,5.225,,
,,Sahira,7.5,,
,,Saikumar,7.8,,
,,Sailesh Kumar,6.3,,
,,Sajal Ali,7.3,,
,,Sajid Ali,8.0,,
,,Sajid Khan,6.300000000000001,,
,,Saksham Dayma,6.8,,
,,Sakshi Chaudhary,6.1,,
,,Sakshi Gulati,4.0,,
,,Sakshi Shivanand,4.5,,
,,Sakshi Singh,4.8,,
,,Sakshi Tanwar,7.6,,
,,Sakthi Chidambaram,6.1,,
,,Salam Babu,8.0,,
,,Saleem Christopher Agha,6.4,,
,,Salim Diwan,6.0,,
,,Salim Khan,5.5,,
,,Saloni Aswani,4.5,,
,,Saloni Batra,7.2,,
,,Samadarshi Dutta,5.3,,
,,Samapika Debnath,4.6,,
,,Samar Chatterjee,8.2,,
,,Sameer Deshpande,7.9,,
,,Sameer Gupta,6.4,,
,,Sameer Khan,5.6,,
,,Sameera Reddy,5.475,,
,,Samiksha Bhatt,5.8,,
,,Samita Bangargi,6.7,,
,,Samrat,3.9,,
,,Samrat Mukherjee,3.8,,
,,Samudra V.,6.2,,
,,Sana Khaan,4.4,,
,,Sandeep Bharadwaj,5.3,,
,,Sandeep Bhardwaj,6.7,,
,,Sandhya Mridul,6.2,,
,,Sandhya Roy,6.8,,
,,Sangam Shukla,9.3,,
,,Sangeeth Shobhan,6.1,,
,,Sanjana Sanghi,6.6,,
,,Sanjana Tiwari,5.3,,
,,Sanjay Bishnoi,9.3,,
,,Sanjay Dadhich,6.0,,
,,Sanjeeda Sheikh,3.4,,
,,Sanjeev Dabholkar,4.0,,
,,Sanket Chauhan,8.4,,
,,Santhosh Keezhattoor,9.0,,
,,Santosh Barmola,4.6,,
,,Santosh Juvekar,7.0,,
,,Sapana,5.6,,
,,Sara Ali Khan,4.833333333333333,,
,,Sara Foster,6.2,,
,,Sarath Kumar,7.0,,
,,Sardar Akhtar,7.2,,
,,Sardar Mansur,6.1,,
,,Sarika,6.55,,
,,Sarita Choudhury,4.7,,
,,Saroj Bhagwar,6.1,,
